1.550693321899469700e-08,4.528899642601800823e-08,1.175688489023707274e-06,4.273347732879269491e-05,1.326241552637626988e-03,3.966425074503001497e-02,1.368653546567180301e+00,6.790600881042855974e+00,8.821387895543260527e+00,9.324282323412036888e+00,9.574564675293853355e+00,9.726721657513170527e+00,9.822302329763635598e+00,9.883443704433116039e+00,9.923075530405890632e+00,9.949009653840718670e+00,9.966093662827960387e+00,9.977402529640643891e+00,9.984914546930498958e+00,9.989917372236520876e+00
1.552768415134052183e-08,4.801094147292966589e-08,1.125844840133609610e-06,3.954505008872256612e-05,1.321224898075943005e-03,3.813063310283038021e-02,1.483254821692140180e+00,6.931136977086622686e+00,8.839898856588046527e+00,9.318143844934596132e+00,9.573942775857116061e+00,9.726776285699804347e+00,9.822307545464145306e+00,9.883443634519553100e+00,9.923072797429089320e+00,9.949010054194108221e+00,9.966093685934447777e+00,9.977402649072931951e+00,9.984914480310226992e+00,9.989917229534871268e+00
1.534398707286651299e-08,4.140705527123952656e-08,1.283262063115621040e-06,3.790876895634687688e-05,1.323774302046357111e-03,4.218063050454697038e-02,1.606923979409517367e+00,7.102005307701667824e+00,8.833296465588439617e+00,9.324510007571248593e+00,9.574262430381157429e+00,9.726763499676547298e+00,9.822286812416907154e+00,9.883439657276854362e+00,9.923073335211208601e+00,9.949008819761358424e+00,9.966093876830443676e+00,9.977402433759499090e+00,9.984914509511085612e+00,9.989917379574713152e+00
1.527723824706899379e-08,4.852555427160914546e-08,1.348986298899516143e-06,3.836999693367041390e-05,1.391370585232373693e-03,4.765585463293942753e-02,1.517106289605619107e+00,7.072016761511328298e+00,8.868693283185359988e+00,9.322002151684181115e+00,9.574539675556071217e+00,9.726685041710446455e+00,9.822303450464616503e+00,9.883444446318318199e+00,9.923075674954144887e+00,9.949009711641634723e+00,9.966094119204548463e+00,9.977400293878345039e+00,9.984914459347532301e+00,9.989917325762979416e+00
1.533510431678308749e-08,4.909493856391476277e-08,1.147167098503200545e-06,3.589843286425718869e-05,1.234448010966788861e-03,4.429784777404072171e-02,1.578455281905166929e+00,7.164690873395287873e+00,8.843587848175991084e+00,9.322262579039112040e+00,9.574591040102898631e+00,9.726779141282799301e+00,9.822305733262435723e+00,9.883443932597833381e+00,9.923076232332444846e+00,9.949009604293269859e+00,9.966093938188594237e+00,9.977402684000670874e+00,9.984914221048807548e+00,9.989917249341003114e+00
1.523430101930166994e-08,4.591478612645893114e-08,1.258324484122145507e-06,3.639978535782430722e-05,1.455521668546688263e-03,4.891913414423090106e-02,1.611189203948940163e+00,7.259093823257626532e+00,8.860688177672704668e+00,9.323827919755576232e+00,9.574473415862518877e+00,9.726670377666325251e+00,9.822306653103659357e+00,9.883434666958192949e+00,9.923075029401791980e+00,9.949010082957807199e+00,9.966093968187509589e+00,9.977402154978202375e+00,9.984914517190068395e+00,9.989917363141593398e+00
1.549473540113886141e-08,4.591046791719603351e-08,1.288118849868463599e-06,4.660903521124799386e-05,1.346673173944663848e-03,5.029332876681415904e-02,1.440008874860481569e+00,7.351998071882451136e+00,8.746562252229672652e+00,9.322176760664286022e+00,9.574642467230228604e+00,9.726785644659727836e+00,9.822307890285557619e+00,9.883428134078954486e+00,9.923076352669159661e+00,9.949009963228350628e+00,9.966093700132226729e+00,9.977402448733116103e+00,9.984914708814763173e+00,9.989917390609209136e+00
1.523260181580492700e-08,4.622412473764144528e-08,1.159860005882893969e-06,3.623144777739775404e-05,1.349353435785674007e-03,4.630734879634679224e-02,1.824806692243672979e+00,7.106365124631615515e+00,8.845490895793442832e+00,9.324682079691239522e+00,9.574249538511779178e+00,9.726725388501508363e+00,9.822303655039757331e+00,9.883440094746147153e+00,9.923075943375456731e+00,9.949008651065838649e+00,9.966093965731168680e+00,9.977402371627853483e+00,9.984914593778706049e+00,9.989917333451506565e+00
1.532583726848146444e-08,4.129287345819755651e-08,1.304231202432308721e-06,3.652592970199405376e-05,1.538921584180409727e-03,4.576092683363212898e-02,1.543253149147866488e+00,7.346271482626677951e+00,8.823416560981380385e+00,9.323700635060649944e+00,9.570537934366548427e+00,9.726719894667551713e+00,9.822310637719732895e+00,9.883444047017157175e+00,9.923074919577878461e+00,9.949009955969604135e+00,9.966094110904352377e+00,9.977402542866711244e+00,9.984914422667921841e+00,9.989917386221804918e+00
1.551937889924973879e-08,4.432955230523246840e-08,1.303714263381658936e-06,4.414065078519808415e-05,1.401716823848015965e-03,4.694467047928783249e-02,1.559905928095843164e+00,7.067344711213309871e+00,8.833228891585136466e+00,9.324787403351717074e+00,9.573464699552546975e+00,9.726750561588856314e+00,9.822276481368261258e+00,9.883441619907136655e+00,9.923075914772503836e+00,9.949008057867864352e+00,9.966093956336836257e+00,9.977402462535922112e+00,9.984914611261812567e+00,9.989917327871426167e+00
1.530804637974813580e-08,4.251917316306976788e-08,1.493482787381054820e-06,3.908241346293110467e-05,1.445152789727617397e-03,4.625114390825393884e-02,1.696110308292846813e+00,7.173368041274698292e+00,8.809369047616414150e+00,9.317642385060507237e+00,9.557688469397412234e+00,9.726762623230040816e+00,9.821805062056958135e+00,9.883442463135823530e+00,9.912748705742398414e+00,9.941559474517127626e+00,9.961978713984485978e+00,9.977114041901332442e+00,9.973937274999814306e+00,9.989895509873242929e+00
1.556654650898238973e-08,5.710809421340872792e-08,1.334270100008460630e-06,4.729575009745120017e-05,1.491437631197301645e-03,5.145416610977385230e-02,1.580740440797069324e+00,7.265598634330055816e+00,8.596425011136751948e+00,9.093081949639547190e+00,9.413220147270166649e+00,9.557071381242506547e+00,9.684910345159632783e+00,9.739180702068676254e+00,9.803142606669593917e+00,9.728957849081746545e+00,9.840604913109537222e+00,9.864560496884855922e+00,9.820951724065043464e+00,9.874260582636166461e+00
1.540132595451687986e-08,6.209091347503132208e-08,1.603061131490431530e-06,5.805027643387851552e-05,1.855819577311516389e-03,5.513747316688030059e-02,1.915766691068779393e+00,7.158678431000534026e+00,8.616394472324929055e+00,9.086675657110093951e+00,9.318142357982397428e+00,9.485960696787252289e+00,9.540241602349285088e+00,9.646595128837887501e+00,9.704826042241844419e+00,9.698491396008201093e+00,9.783804368437342802e+00,9.764748145570177229e+00,9.792739890376569889e+00,9.779005806614092577e+00
1.541686534143956502e-08,6.986317166982842018e-08,1.766712515573884449e-06,6.323401174068432335e-05,1.985371199447526300e-03,6.519199744798624685e-02,2.140678972699849858e+00,7.174192442366538636e+00,8.630599187661747607e+00,9.074671085069191179e+00,9.307428292541315429e+00,9.491622160240517303e+00,9.584113957615343793e+00,9.671292639532634183e+00,9.700214667979933481e+00,9.724095094397030792e+00,9.758513443667480303e+00,9.738524715834898871e+00,9.777383780590060525e+00,9.777581693913965921e+00
1.534346393904049081e-08,7.346990413133260864e-08,2.007604895912002200e-06,6.435178704708356017e-05,2.206526408128527822e-03,7.076954229436326071e-02,2.219734974503129621e+00,7.212132587021278241e+00,8.613475789041753927e+00,9.095530676830639649e+00,9.325507810855180324e+00,9.538977358939476403e+00,9.613030007233364316e+00,9.658730433700073448e+00,9.678301260748995105e+00,9.730211611659782989e+00,9.747992713372369167e+00,9.768473320456610764e+00,9.772642512389275282e+00,9.792456878228529504e+00
1.545687896270859216e-08,8.216789840367829915e-08,2.181951305540348042e-06,6.692397978371677450e-05,2.200069785162942718e-03,7.881852039319794945e-02,2.196345617969472030e+00,7.288493882896451836e+00,8.651655338468488665e+00,9.107831458548334425e+00,9.363111659461571534e+00,9.501268055435524218e+00,9.625214624291613674e+00,9.695533755896146744e+00,9.734305606234512354e+00,9.772843817689869539e+00,9.772785810752003144e+00,9.807404070808173557e+00,9.791116269010709416e+00,9.804395832915725251e+00
1.544829935259004384e-08,8.383594730043718993e-08,2.424210189721233332e-06,7.813567389390335021e-05,2.201793505803697603e-03,8.236339387430460790e-02,2.177206085990853079e+00,7.297747568371411475e+00,8.615771686600814050e+00,9.092080393715335163e+00,9.381105459345121744e+00,9.547370950601377970e+00,9.622052002613804333e+00,9.670891934002533219e+00,9.749968439252246100e+00,9.772077199462666286e+00,9.813619052478875560e+00,9.804812538041273839e+00,9.824609261541445093e+00,9.835930400899167481e+00
1.521966427654095979e-08,8.521306187689332666e-08,2.490235372689040852e-06,7.469332798414046867e-05,2.361463912575147237e-03,7.918646051581905432e-02,2.282306007441487594e+00,7.383004775551353482e+00,8.627352443478121913e+00,9.097899248781459391e+00,9.419585401580777173e+00,9.543211692907409116e+00,9.651015537946662448e+00,9.710077582092633719e+00,9.771428261387574921e+00,9.778718902200465024e+00,9.812355250826112041e+00,9.790762426449287403e+00,9.825679657688755952e+00,9.811816287326118768e+00
1.534452633000733227e-08,8.879772371254638938e-08,2.599675337943663387e-06,7.784463891992106138e-05,2.429059952191395082e-03,7.929839184532350149e-02,2.210994410571021973e+00,7.353751671615916585e+00,8.634231669967453726e+00,9.125266986446842310e+00,9.388687945624557329e+00,9.549064249705343954e+00,9.628258455907566571e+00,9.697854452486577514e+00,9.743441336692466592e+00,9.774357977746374715e+00,9.815777381833425963e+00,9.812406452413613422e+00,9.812926624712748236e+00,9.813803725506193842e+00
